,X,rt,trial_index,subject,form_assignment,stimulus,button_pressed,stimNum,topic,form,response,numeric_response
255,316,2338,16,32cv20ytda,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
256,317,2063,17,32cv20ytda,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
257,318,5984,18,32cv20ytda,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
258,319,909,19,32cv20ytda,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
259,320,958,20,32cv20ytda,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
260,321,1212,21,32cv20ytda,non_conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
261,322,950,22,32cv20ytda,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
262,323,993,23,32cv20ytda,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
263,324,1006,24,32cv20ytda,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
264,325,1226,25,32cv20ytda,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
265,332,3889,2,4bupbgp7pb,non_conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
266,333,3131,3,4bupbgp7pb,non_conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
267,334,4294,4,4bupbgp7pb,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
268,335,1998,5,4bupbgp7pb,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
269,336,2391,6,4bupbgp7pb,non_conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
270,337,1854,7,4bupbgp7pb,non_conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
271,338,1953,8,4bupbgp7pb,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
272,339,3221,9,4bupbgp7pb,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
273,340,4384,10,4bupbgp7pb,non_conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
274,341,3991,11,4bupbgp7pb,non_conventional,<p>Can you lift that box?</p>,1,3,box,conventional,literal,0
275,342,7254,12,4bupbgp7pb,non_conventional,<p>Can you play the piano?</p>,1,8,piano,conventional,literal,0
276,343,3395,13,4bupbgp7pb,non_conventional,<p>Can you say that in Spanish?</p>,1,10,spanish,conventional,literal,0
277,344,2091,14,4bupbgp7pb,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
278,345,2909,15,4bupbgp7pb,non_conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
279,346,1347,16,4bupbgp7pb,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
280,347,1620,17,4bupbgp7pb,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
281,348,1584,18,4bupbgp7pb,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
282,349,1809,19,4bupbgp7pb,non_conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
283,350,2070,20,4bupbgp7pb,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
284,351,2743,21,4bupbgp7pb,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
285,352,1958,22,4bupbgp7pb,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
286,353,1880,23,4bupbgp7pb,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
287,354,2590,24,4bupbgp7pb,non_conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
288,355,1510,25,4bupbgp7pb,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
289,362,3070,2,4wz2nb55n5,conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
290,363,1822,3,4wz2nb55n5,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
291,364,1552,4,4wz2nb55n5,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
292,365,2079,5,4wz2nb55n5,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
293,366,1672,6,4wz2nb55n5,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
294,367,1760,7,4wz2nb55n5,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
295,368,2310,8,4wz2nb55n5,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
296,369,2079,9,4wz2nb55n5,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
297,370,1192,10,4wz2nb55n5,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
298,371,1910,11,4wz2nb55n5,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
299,372,2096,12,4wz2nb55n5,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
300,373,1494,13,4wz2nb55n5,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
301,374,1199,14,4wz2nb55n5,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
302,375,1783,15,4wz2nb55n5,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
303,376,1359,16,4wz2nb55n5,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
304,377,1159,17,4wz2nb55n5,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
305,378,1255,18,4wz2nb55n5,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
306,379,1935,19,4wz2nb55n5,conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
307,380,1567,20,4wz2nb55n5,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
308,381,3679,21,4wz2nb55n5,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
309,382,1607,22,4wz2nb55n5,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
310,383,1703,23,4wz2nb55n5,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
311,384,1209,24,4wz2nb55n5,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
312,385,1679,25,4wz2nb55n5,conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
313,422,10167,2,61kqvfsbd8,conventional,<p>Can you play the piano?</p>,1,8,piano,conventional,literal,0
314,423,2400,3,61kqvfsbd8,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
315,424,2363,4,61kqvfsbd8,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
316,425,3996,5,61kqvfsbd8,conventional,<p>My soup is cold.</p>,0,9,soup,nonconventional,request,1
317,426,3073,6,61kqvfsbd8,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
318,427,1621,7,61kqvfsbd8,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
319,428,1501,8,61kqvfsbd8,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
320,429,3872,9,61kqvfsbd8,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
321,430,1768,10,61kqvfsbd8,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
322,431,2410,11,61kqvfsbd8,conventional,<p>My back is really sore.</p>,0,2,back,nonconventional,request,1
323,432,3046,12,61kqvfsbd8,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
324,433,3518,13,61kqvfsbd8,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
325,434,3444,14,61kqvfsbd8,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
326,435,1389,15,61kqvfsbd8,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
327,436,8923,16,61kqvfsbd8,conventional,<p>My office is really hot.</p>,0,6,office,nonconventional,request,1
328,437,1218,17,61kqvfsbd8,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
329,438,1587,18,61kqvfsbd8,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
330,439,1050,19,61kqvfsbd8,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
331,440,1271,20,61kqvfsbd8,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
332,441,1705,21,61kqvfsbd8,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
333,442,1556,22,61kqvfsbd8,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
334,443,4862,23,61kqvfsbd8,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
335,444,1458,24,61kqvfsbd8,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
336,445,1555,25,61kqvfsbd8,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
337,452,4252,2,6e2b6awezx,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
338,453,6041,3,6e2b6awezx,non_conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
339,454,1608,4,6e2b6awezx,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
340,455,1979,5,6e2b6awezx,non_conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
341,456,1845,6,6e2b6awezx,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
342,457,2441,7,6e2b6awezx,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
343,458,1608,8,6e2b6awezx,non_conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
344,459,1585,9,6e2b6awezx,non_conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
345,460,3218,10,6e2b6awezx,non_conventional,<p>My soup is cold.</p>,0,9,soup,nonconventional,request,1
346,461,2452,11,6e2b6awezx,non_conventional,<p>My office is really hot.</p>,0,6,office,nonconventional,request,1
347,462,1192,12,6e2b6awezx,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
348,463,2914,13,6e2b6awezx,non_conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
349,464,1001,14,6e2b6awezx,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
350,465,1518,15,6e2b6awezx,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
351,466,1339,16,6e2b6awezx,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
352,467,1327,17,6e2b6awezx,non_conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
353,468,2396,18,6e2b6awezx,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
354,469,1293,19,6e2b6awezx,non_conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
355,470,1327,20,6e2b6awezx,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
356,471,1249,21,6e2b6awezx,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
357,472,2925,22,6e2b6awezx,non_conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
358,473,1564,23,6e2b6awezx,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
359,474,2171,24,6e2b6awezx,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
360,475,2103,25,6e2b6awezx,non_conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
361,482,6462,2,6k9elspt2j,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
362,483,2477,3,6k9elspt2j,non_conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
363,484,934,4,6k9elspt2j,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
364,485,1063,5,6k9elspt2j,non_conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
365,486,1407,6,6k9elspt2j,non_conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
366,487,1141,7,6k9elspt2j,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
367,488,1003,8,6k9elspt2j,non_conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
368,489,2188,9,6k9elspt2j,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
369,490,993,10,6k9elspt2j,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
370,491,3108,11,6k9elspt2j,non_conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
371,492,1148,12,6k9elspt2j,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
372,493,715,13,6k9elspt2j,non_conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
373,494,857,14,6k9elspt2j,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
374,495,1353,15,6k9elspt2j,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
375,496,1228,16,6k9elspt2j,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
376,497,1509,17,6k9elspt2j,non_conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
377,498,1105,18,6k9elspt2j,non_conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
378,499,1037,19,6k9elspt2j,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
379,500,900,20,6k9elspt2j,non_conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
380,501,1301,21,6k9elspt2j,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
381,502,1046,22,6k9elspt2j,non_conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
382,503,4157,23,6k9elspt2j,non_conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
383,504,1428,24,6k9elspt2j,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
384,505,1215,25,6k9elspt2j,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
385,512,4399,2,6ppdv762zn,non_conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
386,513,11804,3,6ppdv762zn,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
387,514,5685,4,6ppdv762zn,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
388,515,2487,5,6ppdv762zn,non_conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
389,516,4454,6,6ppdv762zn,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
390,517,2148,7,6ppdv762zn,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
391,518,2448,8,6ppdv762zn,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
392,519,1916,9,6ppdv762zn,non_conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
393,520,2072,10,6ppdv762zn,non_conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
394,521,2279,11,6ppdv762zn,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
395,522,1664,12,6ppdv762zn,non_conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
396,523,5647,13,6ppdv762zn,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
397,524,1857,14,6ppdv762zn,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
398,525,1646,15,6ppdv762zn,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
399,526,1578,16,6ppdv762zn,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
400,527,1803,17,6ppdv762zn,non_conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
401,528,2458,18,6ppdv762zn,non_conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
402,529,2325,19,6ppdv762zn,non_conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
403,530,3086,20,6ppdv762zn,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
404,531,1671,21,6ppdv762zn,non_conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
405,532,1570,22,6ppdv762zn,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
406,533,1716,23,6ppdv762zn,non_conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
407,534,1556,24,6ppdv762zn,non_conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
408,535,1518,25,6ppdv762zn,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
409,542,1383,2,7j9ky7hkzj,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
410,543,1285,3,7j9ky7hkzj,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
411,544,1074,4,7j9ky7hkzj,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
412,545,822,5,7j9ky7hkzj,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
413,546,1951,6,7j9ky7hkzj,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
414,547,1156,7,7j9ky7hkzj,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
415,548,1009,8,7j9ky7hkzj,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
416,549,881,9,7j9ky7hkzj,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
417,550,1029,10,7j9ky7hkzj,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
418,551,1651,11,7j9ky7hkzj,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
